J 	 kT 	 kQ 	 kP 	 etaP 
1.288511e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.289940e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.291369e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.292798e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.294227e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.295656e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.297085e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.298514e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.299943e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.301372e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.302801e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.304230e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.305659e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.307088e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.308517e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.309946e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.311375e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.312804e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.314233e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.315662e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.317091e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.318520e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.319949e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.321378e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.322806e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.324235e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.325664e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.327093e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.328522e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.329951e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.331380e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.332809e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.334238e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.335667e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.337096e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.338525e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.339954e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.341383e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.342812e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.344241e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.345670e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.347099e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.348528e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.349957e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.351386e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.352815e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.354244e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.355673e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.357102e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.358531e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.359960e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.361389e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.362818e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.364247e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.365676e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.367105e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.368534e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.369963e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.371392e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.372821e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.374250e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.375679e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.377108e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.378537e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.379966e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.381395e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.382824e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.384253e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.385682e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.387111e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.388540e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.389969e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.391398e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.392827e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.394255e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.395684e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.397113e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.398542e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.399971e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.401400e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.402829e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.404258e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.405687e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.407116e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.408545e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.409974e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.411403e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.412832e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.414261e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.415690e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.417119e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.418548e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.419977e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.421406e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.422835e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.424264e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.425693e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.427122e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.428551e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.429980e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.431409e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.432838e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.434267e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.435696e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.437125e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.438554e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.439983e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.441412e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.442841e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.444270e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.445699e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.447128e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.448557e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.449986e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.451415e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.452844e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.454273e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.455702e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.457131e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.458560e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.459989e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.461418e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.462847e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.464276e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.465704e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.467133e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.468562e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.469991e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.471420e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.472849e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.474278e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.475707e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.477136e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.478565e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.479994e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.481423e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.482852e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.484281e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.485710e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.487139e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.488568e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.489997e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.491426e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.492855e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.494284e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.495713e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.497142e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.498571e+00 	 NaN 	 NaN 	 NaN 	 NaN 
1.500000e+00 	 NaN 	 NaN 	 NaN 	 NaN 
